username,EnvironmentSatisfaction,Gender,JobInvolvement,MaritalStatus,PercentSalaryHike,StockOptionLevel,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,Dept,education,recruitment_type,job_level,rating,onsite,salary,satisfied,height,weight,fullname,password,skills,dob,email,SkillPointEarned
SAL1580,4,Male,2,Single,21,0,3,9,7,Sales,PG,On-Campus,3,2,0,42419,1,161,43,Frank Walters,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Neuroscience', 'Accent Reduction', 'NetApp', 'Social Media Management', 'Marketing Strategy']",03-02-1989,SAL1580@EY.com,11800
SAL1606,2,Female,3,Single,11,0,1,6,4,Sales,PG,Referral,2,4,0,29805,1,169,80,David Donnelly,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Childhood Trauma Healing', 'CAD Software', 'Google my Business', 'Chess', 'Dialectical Behavior Therapy (DBT)']",18-04-1980,SAL1606@EY.com,11800
SAL1659,2,Female,3,Single,11,0,1,6,4,Sales,PG,Recruitment Agency,2,3,0,29805,1,162,40,Kobe Taylor,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Chatbot', 'Automotive Engineering', 'Gluten Free Cooking and Baking', 'Data Structures', 'Civil Engineering']",12-11-1990,SAL1659@EY.com,12000
SAL1698,1,Female,2,Married,16,0,3,25,8,Sales,UG,Walk-in,4,4,1,65715,1,151,51,Michael Donnelly,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Anime', 'Keyboard Instrument', 'Illustration', 'After Effects', 'Photoshop']",03-11-1991,SAL1698@EY.com,9300
PUR1154,2,Female,3,Single,11,0,1,6,4,Purchasing,PG,Referral,2,5,0,29805,0,166,67,Frank Barnett,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Amazon Sagemaker', 'Video Lighting', 'Apple Products Basics', 'Master Your Emotions', 'Video Creation']",15-03-1978,PUR1154@EY.com,12200
PUR1161,3,Female,3,Divorced,11,1,2,14,13,Purchasing,UG,On-Campus,5,5,1,86750,1,167,75,David Walters,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Dog Walking', 'Horsemanship', 'Animal Nutrition', 'Herbalism', 'Dog Walking']",15-07-1996,PUR1161@EY.com,10000
PUR1301,3,Female,3,Divorced,11,1,2,14,13,Purchasing,UG,Referral,5,5,1,86750,1,151,90,Sean Briggs,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['English Conversation', 'Business English', 'Data Protection', 'Patent', 'Learning Strategies']",11-04-1991,PUR1301@EY.com,10100
PUR1412,2,Female,3,Single,11,0,1,6,4,Purchasing,PG,Recruitment Agency,2,5,0,29805,0,165,81,David Foden,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Learning a Foreign Language', 'Keyword Research', 'Decluttering', 'Electrical Engineering', 'Google my Business']",18-04-1981,PUR1412@EY.com,10300
PUR1466,3,Female,3,Divorced,11,1,2,14,13,Purchasing,UG,Referral,5,5,0,86750,0,161,76,Shaun Taylor,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Relaxation', 'Resilience', 'Energy Healing', 'Manifestation and Law of Attraction', 'Personal Success']",24-11-1994,PUR1466@EY.com,9600
PUR1569,2,Female,3,Single,11,0,1,6,4,Purchasing,UG,Referral,2,5,0,29805,1,168,62,Shaun Bush,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Medical Device Development', 'Construction', 'Notion Workspace', 'Microsoft Word', 'Study Skills']",28-05-1977,PUR1569@EY.com,10800
PUR1698,3,Female,3,Divorced,11,1,2,14,13,Purchasing,UG,Recruitment Agency,5,3,0,86750,0,154,63,Leo Adams,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Consciousness', 'Resilience', 'ADHD', 'Mindfulness', 'Electronics']",20-08-1982,PUR1698@EY.com,12900
PUR1717,2,Female,3,Single,11,0,1,6,4,Purchasing,PG,Referral,2,1,0,29805,0,173,91,John Carroll,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Voice Training', 'AWS CloudFormation', 'Journalism', 'FPGA', 'SEO']",21-03-1981,PUR1717@EY.com,13200
PUR1825,1,Female,2,Married,16,0,3,25,8,Purchasing,PG,Recruitment Agency,4,3,1,65715,1,156,67,Sean Farmer,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Spiritual Healing', 'Mockito', 'Cypress.io', 'API Testing', 'Automation Testing']",21-07-1967,PUR1825@EY.com,12900
PUR2016,1,Female,2,Married,16,0,3,25,8,Purchasing,UG,Referral,4,4,1,65715,1,160,95,Gerard Walters,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['E-Commerce', 'CCNP Enterprise', 'Google Analytics Individual Qualification (IQ)', 'Podcasting', 'Podcasting']",05-12-1971,PUR2016@EY.com,12800
TECH1202,4,Male,2,Single,15,0,3,0,0,Technology,PG,Recruitment Agency,1,5,0,24076,1,162,50,Michael Jensen,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Kickstarter', 'Google Flutter', 'JMeter', 'Counseling', 'Computer Repair']",01-08-1980,TECH1202@EY.com,13300
TECH1206,3,Female,3,Divorced,11,1,2,14,13,Technology,PG,On-Campus,5,1,1,86750,0,151,91,John Farmer,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Viral Marketing', 'Marketing Strategy', 'Growth Hacking', 'Research Methods', 'Photography']",15-03-1994,TECH1206@EY.com,13600
TECH1391,4,Male,2,Single,15,0,3,0,0,Technology,UG,Walk-in,1,4,0,24076,1,175,50,Sean Barnett,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['SAP S/4HANA', 'System Administration', 'Kinesiology Taping', 'Tantra', 'Forensic Science']",13-02-1972,TECH1391@EY.com,13300
TECH1395,4,Male,2,Single,21,0,3,9,7,Technology,UG,Recruitment Agency,3,3,0,42419,0,179,86,Frank Walters,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['German Language', 'Stock Options', 'Financial Accounting', 'Learning a Foreign Language', 'Self-Acceptance']",11-08-1974,TECH1395@EY.com,12700
TECH1502,1,Female,2,Married,16,0,3,25,8,Technology,UG,Recruitment Agency,4,1,0,65715,0,176,72,David Bush,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['IT Recruiting', 'Passive Income', 'Financial Planning', 'Etsy', 'App Store Optimization']",14-03-1984,TECH1502@EY.com,10900
TECH1769,2,Female,3,Single,11,0,1,6,4,Technology,PG,Recruitment Agency,2,1,0,29805,1,170,52,Frank Reese,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['ECDL/ICDL', 'Python Scripting', 'English Literature', 'ROBLOX Game Development', 'Lua']",05-03-1978,TECH1769@EY.com,6600
TECH1851,2,Female,3,Single,11,0,1,6,4,Technology,PG,Walk-in,2,1,0,29805,1,175,99,Kobe Guerrero,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['House Buying', 'Customer Service', 'Visual Thinking', 'Database Design', 'Social Media Management']",07-04-1992,TECH1851@EY.com,11000
TECH1860,4,Male,2,Single,21,0,3,9,7,Technology,PG,Walk-in,3,5,1,42419,0,160,98,Shaun Norris,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Microsoft AZ-204', 'Mind Mapping', 'Aviation', 'AWS Certified DevOps Engineer - Professional', 'Cisco CCNA']",25-10-1970,TECH1860@EY.com,12700
TECH1876,2,Female,3,Single,11,0,1,6,4,Technology,PG,Recruitment Agency,2,4,0,29805,1,151,64,Kobe Norris,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Food Safety', 'Automation', 'Brain Training', 'Online Course Marketing', 'Marketing Strategy']",10-07-1976,TECH1876@EY.com,11500
TECH2021,2,Female,3,Single,11,0,1,6,4,Technology,PG,Recruitment Agency,2,1,0,29805,1,162,53,Shaun Reese,"98,50,51,97,55,49,101,49,97,97,102,97,100,98,97,100,97,55,50,48,53,98,55,57,101,98,49,98,53,55,55,51,99,50,50,51,48,51,51,54,98,97,49,51,48,100,101,52,55,51,53,97,48,100,48,49,50,53,53,50,101,49,102,101,52,54,51,98,53,102,55,56,55,52,49,99,48,97,101,54,98,102,101,49,51,54,98,100,51,51,53,98,49,50,56,55,99,102,102,102,57,99,52,56,97,57,52,101,57,100,49,102,55,53,54,49,54,54,53,55,48,54,49,57,50,48,48,102,53,99,49,54,100,102,55,52,102,54,49,51,100,101,98,51,49,57,99,50,98,100,98,54,97,52,53,56,101,56,56,48,48,50,98,100,51,99,51,98,55,98,55,53,57,50,97,51,98,51,51,51,99,99,53,99,98,56,57,97,53,100,100,57","['Tennis', 'Electronics', 'Music Production', 'Usability Testing', 'Prototyping']",09-05-1970,TECH2021@EY.com,12900
